,date,positive,negative,neutral,pRatio
0,2020-04-01,2476.0,2562.0,2919.0,0.4945959532487118
1,2020-04-02,23757.0,13291.0,31324.0,0.5765371789621483
2,2020-04-03,20017.0,11210.0,14654.0,0.5959765480264162
3,2020-04-04,11139.0,9437.0,8923.0,0.5288484355401878
4,2020-04-05,8264.0,18507.0,8969.0,0.3567011751538892
5,2020-04-06,26622.0,45403.0,20255.0,0.3982390550498483
